Date,AUDUSD=X_High,AUDUSD=X_Low,AUDUSD=X_Open,AUDUSD=X_Close,NOSMFSVL_High,NOSMFSVL_Low,NOSMFSVL_Open,NOSMFSVL_Close,GJGB10 Index_High,GJGB10 Index_Low,GJGB10 Index_Open,GJGB10 Index_Close,USDJPY=X_High,USDJPY=X_Low,USDJPY=X_Open,USDJPY=X_Close,USGG2YR Index_High,USGG2YR Index_Low,USGG2YR Index_Open,USGG2YR Index_Close,HG1 Comdty_High,HG1 Comdty_Low,HG1 Comdty_Open,HG1 Comdty_Close,USDBRL=X_High,USDBRL=X_Low,USDBRL=X_Open,USDBRL=X_Close,LHA Comdty_High,LHA Comdty_Low,LHA Comdty_Open,LHA Comdty_Close,CSA1 Comdty_High,CSA1 Comdty_Low,CSA1 Comdty_Open,CSA1 Comdty_Close,USDSEK=X_High,USDSEK=X_Low,USDSEK=X_Open,USDSEK=X_Close,CPI XYOY Index_High,CPI XYOY Index_Low,CPI XYOY Index_Open,CPI XYOY Index_Close,USGG10YR Index_High,USGG10YR Index_Low,USGG10YR Index_Open,USGG10YR Index_Close,JPY10Y Curncy_High,JPY10Y Curncy_Low,JPY10Y Curncy_Open,JPY10Y Curncy_Close,EURUSD=X_High,EURUSD=X_Low,EURUSD=X_Open,EURUSD=X_Close,US0003M Index_High,US0003M Index_Low,US0003M Index_Open,US0003M Index_Close,USDCHF=X_High,USDCHF=X_Low,USDCHF=X_Open,USDCHF=X_Close,NZDUSD=X_High,NZDUSD=X_Low,NZDUSD=X_Open,NZDUSD=X_Close,USDCAD=X_High,USDCAD=X_Low,USDCAD=X_Open,USDCAD=X_Close,AAPL_High,AAPL_Low,AAPL_Open,AAPL_Close,USDNOK=X_High,USDNOK=X_Low,USDNOK=X_Open,USDNOK=X_Close,GBPUSD=X_High,GBPUSD=X_Low,GBPUSD=X_Open,GBPUSD=X_Close
09-02-2009,0.835631,0.834794,0.834794,0.834794,,,,,0.876,0.862,0.872,0.872,92.252998,92.110001,92.117996,92.209,0.2899,0.2639,0.2679,0.2899,349.55,340.2,349.5,340.45,1.9178,1.8635,1.8635,1.8879,,,,,,,,,7.2243,7.209,7.2125,7.2243,,,,,1.6294,1.58,1.58,1.6294,-1405.0,-1478.75,-1405.5,-1433.0,1.428,1.427226,1.427409,1.427409,,,,0.4676,1.0604,1.0597,1.0604,1.0602,0.6749,0.674082,0.674218,0.674627,1.1048,1.1041,1.1044,1.1042,5.986071,5.861071,5.879286,5.899286,6.0848,6.0728,6.0769,6.0761,1.628479,1.62681,1.62681,1.627604
09-03-2009,0.840407,0.839419,0.840407,0.839419,,,,,0.88,0.855,0.879,0.856,92.723,92.650002,92.702003,92.686996,0.2779,0.2659,0.2679,0.2659,353.3,346.8,353.0,348.8,1.8825,1.835,1.835,1.8665,,,,,,,,,7.2327,7.2225,7.229,7.229,,,,,1.6569,1.5545,1.6483,1.5885,-1385.75,-1473.5,-1464.5,-1406.0,1.42631,1.425395,1.425761,1.425639,,,,0.46785,1.0623,1.0616,1.062,1.062,0.67981,0.678795,0.678887,0.679117,1.1023,1.1017,1.1022,1.1022,5.967857,5.892857,5.944286,5.948214,6.0549,6.0445,6.0515,6.052,1.633987,1.63276,1.632893,1.63276
09-04-2009,0.851789,0.851789,0.851789,0.851789,,,,,0.892,0.873,0.891,0.882,93.230003,92.32,92.702003,92.970001,0.2699,0.254,0.2639,0.2659,355.0,346.0,346.0,353.45,1.8665,1.81,1.81,1.8432,,,,,,,,,7.2598,7.1262,7.229,7.1272,,,,,1.6758,1.57,1.5717,1.6449,-1390.67,-1439.0,-1402.83,-1400.0,1.429409,1.429409,1.429409,1.429409,,,,0.46785,1.0602,1.0602,1.0602,1.0602,0.688516,0.688516,0.688516,0.688516,1.1035,1.0823,1.1022,1.0853,6.096429,5.9675,5.974286,6.0825,6.0672,5.9928,6.0515,6.0299,1.63921,1.63921,1.63921,1.63921
09-07-2009,0.856164,0.855432,0.855945,0.855432,,,,,0.872,0.845,0.852,0.848,93.013,92.919998,92.989998,92.919998,,,,,,,,,1.8416,1.7935,1.7988,1.8398,,,,,,,,,7.1228,7.1109,7.1198,7.1222,,,,,,,,,-1412.0,-1473.25,-1451.0,-1417.0,1.434144,1.433199,1.433692,1.433199,,,,0.46785,1.0601,1.0592,1.0596,1.0599,0.692905,0.692281,0.692713,0.692281,1.0785,1.077,1.078,1.0783,,,,,5.9897,5.9811,5.9831,5.987,1.634895,1.6334,1.633613,1.633987
09-08-2009,0.864828,0.863782,0.86423,0.863782,,,,,0.863,0.831,0.842,0.862,92.330002,92.236,92.281998,92.309998,0.2678,0.2619,0.2619,0.2658,349.25,344.65,348.75,346.5,1.8416,1.7935,1.7935,1.8233,,,,,,,,,7.035,7.0253,7.035,7.0302,,,,,1.6348,1.5666,1.6262,1.5768,-1413.0,-1464.0,-1455.5,-1430.0,1.45121,1.450389,1.450453,1.45041,,,,0.46785,1.0459,1.0449,1.0459,1.0456,0.698422,0.697399,0.697399,0.697788,1.0787,1.0777,1.0786,1.0778,6.183571,6.142857,6.177857,6.176071,5.9261,5.9134,5.9169,5.9261,1.65221,1.651391,1.6518,1.651937
09-09-2009,0.86259,0.861401,0.862218,0.861995,,,,,0.822,0.796,0.796,0.822,92.139999,92.059998,92.080002,92.129997,0.2658,0.246,0.246,0.2619,350.65,332.8,333.7,349.0,1.836,1.779,1.779,1.836,,,,,,,,,7.011,6.9952,6.9952,7.011,,,,,1.6484,1.6126,1.6228,1.6177,-1363.0,-1439.5,-1383.5,-1402.0,1.455816,1.454694,1.455562,1.454799,,,,0.46785,1.0417,1.0409,1.0411,1.0415,0.698714,0.697107,0.697983,0.697983,1.0792,1.0787,1.0787,1.079,6.231071,6.060714,6.170714,6.112143,5.8996,5.8882,5.8906,5.8925,1.654588,1.65333,1.653795,1.653412
09-10-2009,0.863036,0.862218,0.862738,0.862366,,,,,0.826,0.807,0.825,0.816,91.739998,91.610001,91.739998,91.686996,0.2539,0.2421,0.25,0.25,336.1,331.2,334.15,332.6,1.837,1.7829,1.7829,1.816,,,,,,,,,6.9965,6.9857,6.9951,6.9932,,,,,1.6502,1.6041,1.6126,1.6262,-1364.0,-1421.5,-1421.5,-1384.0,1.458491,1.457705,1.458406,1.45813,,,,0.46785,1.0386,1.038,1.0384,1.0384,0.703581,0.70279,0.703581,0.703185,1.0778,1.077,1.0772,1.0776,6.1875,6.100357,6.145,6.162857,5.9469,5.9349,5.9408,5.9402,1.665861,1.665196,1.66539,1.665612
09-11-2009,0.863036,0.863036,0.863036,0.863036,,,,,0.826,0.815,0.82,0.824,91.739998,90.216003,91.739998,90.660004,0.2539,0.2382,0.2441,0.25,335.4,329.65,332.05,334.95,1.8182,1.7603,1.7603,1.8085,,,,,,,,,7.0164,6.9532,6.9951,6.9821,,,,,1.6639,1.6007,1.6605,1.6024,-1360.5,-1410.5,-1391.0,-1397.25,1.458002,1.458002,1.458002,1.458002,,,,0.46785,1.0369,1.0369,1.0369,1.0369,0.704622,0.704622,0.704622,0.704622,1.0786,1.0714,1.0772,1.0775,6.185,6.1025,6.175357,6.148571,5.9478,5.8891,5.9408,5.9415,1.668112,1.668112,1.668112,1.668112
09-14-2009,0.862515,0.861401,0.861846,0.862515,,,,,0.853,0.845,0.85,0.85,90.889999,90.769997,90.847,90.870003,0.2696,0.2362,0.2677,0.2461,333.55,329.5,332.3,331.3,1.8342,1.7815,1.7815,1.814,,,,,,,,,6.9769,6.9607,6.9679,6.9666,,,,,1.6759,1.6093,1.6162,1.6742,-1333.0,-1385.75,-1383.0,-1335.0,1.464322,1.462566,1.463679,1.464322,,,,0.46785,1.034,1.0322,1.0338,1.0323,0.701508,0.700722,0.701213,0.701508,1.0838,1.0821,1.0834,1.0821,6.210714,6.080357,6.101071,6.204286,5.903,5.8878,5.8878,5.8952,1.661406,1.6592,1.659448,1.660992
09-15-2009,0.864828,0.863111,0.863483,0.864379,,,,,0.865,0.85,0.86,0.852,90.989998,90.849998,90.980003,90.898003,0.2657,0.25,0.2657,0.2618,333.8,327.85,330.7,331.6,1.818,1.7558,1.76,1.8036,,,,,,,,,6.9444,6.9295,6.9295,6.9387,,,,,1.664,1.5941,1.6452,1.6162,-1320.0,-1371.25,-1367.0,-1335.0,1.467459,1.466061,1.466297,1.467093,,,,0.46785,1.0345,1.0334,1.0342,1.0337,0.705617,0.704622,0.70492,0.705617,1.0731,1.0722,1.0723,1.0726,6.273214,6.199643,6.215714,6.255714,5.8727,5.8618,5.8638,5.8618,1.649702,1.648506,1.648913,1.649648
09-16-2009,0.874355,0.87222,0.872524,0.87321,,,,,0.885,0.874,0.88,0.883,91.029999,90.830002,90.839996,91.019997,0.2892,0.2618,0.2853,0.2657,331.7,325.65,329.5,330.6,1.8072,1.7507,1.7507,1.7964,,,,,,,,,6.8709,6.8536,6.8536,6.8645,,,,,1.6811,1.5992,1.6128,1.6572,-1312.0,-1373.5,-1373.5,-1315.0,1.471909,1.47061,1.470805,1.471194,,,,0.46785,1.0321,1.0312,1.032,1.032,0.714184,0.712758,0.712911,0.713776,1.067,1.0662,1.0669,1.0666,6.526786,6.352857,6.356786,6.495357,5.843,5.8325,5.8418,5.8415,1.649158,1.647935,1.648044,1.647989
09-17-2009,0.871764,0.870625,0.871612,0.870928,,,,,0.888,0.872,0.88,0.888,91.220001,91.120003,91.199997,91.206001,0.2892,0.2794,0.2853,0.2892,338.55,329.4,338.55,329.8,1.8118,1.7512,1.7512,1.8074,,,,,,,,,6.8778,6.8628,6.8699,6.87,,,,,1.6401,1.5535,1.5704,1.6197,-1311.5,-1378.5,-1378.5,-1324.0,1.474404,1.473101,1.4741,1.473297,,,,0.46785,1.0291,1.0278,1.0283,1.0288,0.710682,0.709774,0.710682,0.710177,1.0661,1.0649,1.0649,1.0657,6.671071,6.498929,6.499286,6.591071,5.8538,5.837,5.8455,5.8474,1.645522,1.643818,1.645413,1.643818
09-18-2009,0.86798,0.86798,0.86798,0.86798,,,,,0.872,0.849,0.858,0.871,91.510002,91.019997,91.199997,91.269997,0.301,0.2853,0.2951,0.2853,343.3,335.65,342.4,338.75,1.8069,1.756,1.756,1.8059,,,,,,,,,6.9286,6.8392,6.8699,6.8656,,,,,1.6487,1.5552,1.6419,1.5738,-1318.0,-1363.0,-1363.0,-1320.0,1.471605,1.471605,1.471605,1.471605,,,,0.46685,1.0278,1.0278,1.0278,1.0278,0.709522,0.709522,0.709522,0.709522,1.0768,1.0649,1.0649,1.0719,6.6625,6.598571,6.636786,6.607857,5.9124,5.837,5.8455,5.8662,1.627101,1.627101,1.627101,1.627101
09-21-2009,0.865351,0.863409,0.863409,0.864379,,,,,,,,,92.053001,91.949997,92.010002,92.026001,0.297,0.2872,0.2872,0.297,343.95,337.3,339.2,343.35,1.8189,1.7593,1.7593,1.7714,,,,,,,,,6.9073,6.885,6.8886,6.8967,,,,,1.6334,1.562,1.6317,1.5773,-1306.0,-1354.5,-1354.5,-1309.0,1.469508,1.468235,1.468493,1.468407,,,,0.46685,1.032,1.031,1.0316,1.0318,0.715512,0.708516,0.708516,0.714184,1.0786,1.0778,1.0782,1.0778,6.612857,6.486429,6.581786,6.572143,5.9108,5.8986,5.9062,5.9108,1.622902,1.621508,1.622218,1.622007
09-22-2009,0.878812,0.875427,0.87581,0.876962,,,,,,,,,91.135002,90.519997,91.120003,90.709999,0.297,0.2853,0.2931,0.2892,347.75,336.75,344.3,339.55,1.8218,1.774,1.774,1.803,,,,,,,,,6.8088,6.7827,6.8088,6.7995,,,,,1.6454,1.5876,1.608,1.642,-1312.0,-1381.5,-1381.5,-1317.0,1.483746,1.479728,1.479728,1.481196,,,,0.46685,1.0234,1.0196,1.0234,1.022,0.730407,0.7259,0.726216,0.728385,1.0687,1.0663,1.0685,1.0678,6.620714,6.530357,6.613929,6.588571,5.8391,5.8169,5.8376,5.8272,1.640393,1.636581,1.636581,1.638404
09-23-2009,0.869187,0.866626,0.86783,0.869187,,,,,,,,,91.544998,91.300003,91.489998,91.327003,0.2986,0.2884,0.2884,0.2905,341.95,335.75,336.35,338.35,1.803,1.743,1.8012,1.7877,,,,,,,,,6.8708,6.855,6.8684,6.8572,,,,,1.6984,1.5876,1.6523,1.5927,-1323.0,-1395.5,-1374.0,-1326.0,1.472906,1.470696,1.471302,1.472602,,,,0.46685,1.0286,1.0267,1.0281,1.0268,0.719321,0.717618,0.718391,0.719011,1.076,1.0749,1.0749,1.0751,6.746429,6.608214,6.621429,6.625,5.8106,5.797,5.8092,5.7996,1.63559,1.632813,1.6334,1.635109
09-24-2009,0.864828,0.861104,0.86408,0.863185,,,,,0.884,0.86,0.864,0.872,91.330002,90.760002,91.269997,90.822998,0.3025,0.2864,0.2924,0.2864,337.4,331.85,332.5,335.45,1.8012,1.748,1.748,1.7535,,,,,,,,,6.9437,6.9145,6.9217,6.9326,,,,,1.6659,1.5809,1.5843,1.6642,-1322.0,-1370.75,-1350.0,-1327.0,1.466104,1.462801,1.465695,1.465094,,,,0.46685,1.0315,1.0291,1.0298,1.0296,0.715103,0.711389,0.714898,0.713012,1.0917,1.0896,1.0897,1.0906,6.703571,6.5275,6.685714,6.565,5.8357,5.8193,5.8258,5.8264,1.604802,1.592103,1.604107,1.593702
09-25-2009,0.866101,0.866101,0.866101,0.866101,,,,,0.875,0.86,0.865,0.863,91.330002,89.502998,91.269997,89.809998,0.3025,0.2902,0.2922,0.2924,336.95,330.8,334.55,333.95,1.8114,1.75,1.75,1.799,,,,,,,,,6.973,6.8813,6.9217,6.9378,,,,,1.7259,1.5826,1.7001,1.586,-1346.0,-1397.0,-1397.0,-1349.0,1.468493,1.468493,1.468493,1.468493,,,,0.46685,1.0251,1.0251,1.0251,1.0251,0.717309,0.717309,0.717309,0.717309,1.0978,1.086,1.0897,1.0915,6.625,6.48,6.500357,6.513214,5.8455,5.772,5.8258,5.8034,1.597699,1.597699,1.597699,1.597699
09-28-2009,0.873668,0.872829,0.873515,0.872905,,,,,0.867,0.835,0.84,0.859,89.888,89.612,89.666,89.862,0.2942,0.2841,0.2841,0.2942,335.85,330.3,330.6,333.55,1.7929,1.741,1.741,1.7413,,,,,,,,,6.9803,6.9674,6.9744,6.9773,,,,,1.6404,1.5539,1.6354,1.6353,-1339.0,-1410.0,-1410.0,-1342.0,1.463507,1.462159,1.462844,1.462159,,,,0.46685,1.0327,1.0316,1.0318,1.0324,0.718752,0.717618,0.717978,0.717824,1.0855,1.0841,1.0852,1.0855,6.667143,6.5475,6.566786,6.648214,5.826,5.8122,5.8208,5.826,1.589598,1.58826,1.588562,1.588739
09-29-2009,0.874126,0.8726,0.872829,0.87382,,,,,0.833,0.818,0.822,0.83,90.221001,90.040001,90.089996,90.221001,0.2861,0.274,0.274,0.2861,340.0,330.7,339.25,334.3,1.7938,1.741,1.741,1.7846,,,,,,,,,7.0126,6.9955,7.0036,7.0004,,,,,1.6831,1.6201,1.6541,1.6388,-1333.0,-1400.0,-1400.0,-1355.0,1.459705,1.4583,1.458896,1.459172,,,,0.46685,1.0365,1.0354,1.0362,1.0354,0.717309,0.716076,0.716076,0.717206,1.0847,1.0837,1.0844,1.0838,6.692857,6.5825,6.668929,6.620714,5.8447,5.8307,5.8394,5.8366,1.597597,1.595864,1.597138,1.597112
09-30-2009,0.884408,0.883626,0.88433,0.883783,,,,,0.85,0.83,0.83,0.85,89.939003,89.839996,89.839996,89.870003,0.278,0.258,0.262,0.274,336.85,326.35,336.8,328.5,1.7859,1.7375,1.7375,1.7721,,,,,,,,,6.9583,6.9463,6.958,6.9532,,,,1.9,1.6695,1.5524,1.5694,1.6592,-1309.0,-1377.0,-1368.5,-1344.0,1.465695,1.464107,1.464107,1.465502,,,,0.46685,1.0358,1.0343,1.0358,1.0346,0.724008,0.72338,0.724008,0.72338,1.0686,1.0682,1.0685,1.0685,6.658929,6.521786,6.6475,6.619643,5.766,5.756,5.7648,5.761,1.601204,1.6,1.600589,1.600205
10-01-2009,0.870171,0.867679,0.870171,0.868432,,,,,0.853,0.83,0.852,0.834,89.57,89.458,89.489998,89.546997,0.266,0.258,0.258,0.262,343.05,333.0,337.35,337.05,1.7805,1.7216,1.7216,1.7796,,,,,,,,,7.0465,7.0218,7.0218,7.0425,,,,,1.5778,1.5088,1.5256,1.5744,-1296.0,-1367.0,-1296.0,-1322.0,1.454334,1.451379,1.454334,1.451589,,,,0.46685,1.0428,1.0405,1.0405,1.0423,0.715001,0.712606,0.715001,0.713623,1.0844,1.0837,1.0837,1.0844,6.650714,6.453571,6.619643,6.459286,5.8285,5.8122,5.8159,5.8205,1.592788,1.589396,1.592002,1.590204
10-02-2009,0.866401,0.865876,0.866401,0.865876,,,,,0.858,0.84,0.84,0.854,89.610001,89.610001,89.610001,89.610001,0.262,0.254,0.256,0.258,338.2,329.5,330.15,337.9,1.7789,1.7333,1.7333,1.7455,,,,,,,,,7.0371,7.0371,7.0371,7.0371,,,,,1.5307,1.4453,1.447,1.5239,-1294.0,-1353.5,-1329.0,-1298.0,1.459002,1.458002,1.458002,1.459002,,,,0.46685,1.0402,1.0344,1.0402,1.0344,0.717103,0.717103,0.717103,0.717103,1.0842,1.0842,1.0842,1.0842,6.640714,6.476786,6.478929,6.603571,5.8087,5.8087,5.8087,5.8087,1.587906,1.587906,1.587906,1.587906
10-05-2009,0.877578,0.877193,0.877193,0.877424,,,,,0.863,0.85,0.85,0.85,89.642998,89.480003,89.510002,89.620003,0.2619,0.252,0.252,0.258,335.15,327.8,332.85,328.9,1.78,1.7318,1.7318,1.7683,,,,,,,,,7.0009,6.9881,6.998,6.9953,,,,,1.5779,1.4387,1.5679,1.452,-1282.0,-1339.0,-1313.0,-1286.0,1.466276,1.464987,1.464987,1.465996,,,,0.46685,1.032,1.031,1.032,1.0312,0.730407,0.729874,0.730087,0.72998,1.0708,1.0693,1.0708,1.0695,6.673571,6.581071,6.65,6.643571,5.7311,5.7191,5.7191,5.7311,1.595202,1.593498,1.593498,1.594947
10-06-2009,0.891186,0.889838,0.889996,0.890631,,,,,0.881,0.853,0.86,0.853,88.800003,88.639999,88.709999,88.800003,0.2579,0.25,0.252,0.254,335.3,323.8,331.35,330.7,1.7579,1.7098,1.7203,1.747,,,,,,,,,6.9374,6.9184,6.9212,6.93,,,,,1.6526,1.5309,1.6119,1.5578,-1306.5,-1331.5,-1312.5,-1313.0,1.473709,1.471757,1.4718,1.472169,,,,0.46585,1.027,1.0256,1.027,1.0268,0.736974,0.735619,0.736214,0.735619,1.0593,1.0584,1.0593,1.0591,6.786071,6.689286,6.705,6.786071,5.6884,5.6729,5.6729,5.6861,1.593905,1.5919,1.5919,1.592179
10-07-2009,0.893575,0.890631,0.890631,0.893017,,,,,0.868,0.848,0.855,0.868,88.68,88.480003,88.68,88.538002,0.2579,0.25,0.254,0.254,337.75,330.0,335.75,331.35,1.7681,1.7053,1.7053,1.7584,,,,,,,,,6.998,6.9791,6.998,6.9806,,,,,1.7345,1.6085,1.7328,1.622,-1260.75,-1305.0,-1305.0,-1267.0,1.4718,1.468968,1.468968,1.471151,,,,0.46585,1.0329,1.0307,1.0329,1.0314,0.740741,0.736485,0.736594,0.739317,1.0615,1.0594,1.0613,1.0595,6.805357,6.751071,6.777143,6.794643,5.6886,5.6726,5.6757,5.674,1.597699,1.595303,1.595303,1.596398
10-08-2009,0.904977,0.903179,0.904977,0.904404,,,,,0.862,0.852,0.86,0.854,88.768997,88.480003,88.480003,88.768997,0.2619,0.248,0.25,0.254,340.55,334.15,338.55,336.55,1.7497,1.6984,1.6984,1.738,,,,,,,,,6.9704,6.9505,6.9639,6.9641,,,,,1.7654,1.7054,1.738,1.7448,-1261.0,-1318.5,-1318.5,-1264.0,1.478393,1.476451,1.477803,1.478131,,,,0.46685,1.0277,1.0265,1.0271,1.0274,0.74162,0.740576,0.74162,0.741125,1.0527,1.0521,1.0522,1.0527,6.8375,6.746071,6.809286,6.759643,5.6524,5.6294,5.6423,5.6432,1.60671,1.604596,1.60671,1.605832
10-09-2009,0.903914,0.903914,0.903914,0.903914,,,,,0.872,0.862,0.867,0.872,89.857002,88.480003,88.480003,89.739998,0.2658,0.25,0.254,0.254,347.2,337.25,347.15,339.0,1.7421,1.6884,1.7154,1.7377,,,,,,,,,7.0315,6.9433,6.9639,6.9815,,,,,1.786,1.738,1.7774,1.738,-1247.75,-1317.0,-1317.0,-1278.0,1.473405,1.473405,1.473405,1.473405,,,,0.46685,1.0316,1.0316,1.0316,1.0316,0.735402,0.735402,0.735402,0.735402,1.0551,1.0414,1.0522,1.0419,6.810714,6.736429,6.748929,6.8025,5.6757,5.6126,5.6423,5.635,1.584008,1.584008,1.584008,1.584008
10-12-2009,0.909587,0.907441,0.907441,0.908348,,,,,,,,,89.730003,89.610001,89.709999,89.709999,,,,,349.45,346.2,347.45,346.35,1.7411,1.6932,1.6932,1.7397,,,,,,,,,6.974,6.96,6.9664,6.9647,,,,,,,,,-1250.0,-1315.5,-1251.0,-1277.0,1.479991,1.47835,1.47835,1.47929,,,,0.46685,1.0261,1.0248,1.026,1.0256,0.739481,0.738116,0.738116,0.738389,1.0349,1.0322,1.0347,1.0325,6.839643,6.772857,6.822143,6.814643,5.628,5.6053,5.6199,5.6182,1.582604,1.580803,1.580803,1.581403
10-13-2009,0.907441,0.905633,0.906947,0.906372,,,,,0.874,0.858,0.865,0.861,89.870003,89.730003,89.744003,89.82,0.2697,0.2539,0.2598,0.2579,345.6,344.3,345.4,344.8,1.7407,1.6932,1.6932,1.729,,,,,,,,,6.9688,6.957,6.9631,6.961,,,,,1.7809,1.7089,1.7363,1.7774,-1248.0,-1373.0,-1314.5,-1252.0,1.485399,1.484076,1.484803,1.484605,,,,0.46585,1.0225,1.0216,1.0217,1.022,0.738716,0.737517,0.73828,0.73828,1.0324,1.0315,1.0317,1.0322,6.8275,6.775,6.808214,6.786429,5.6146,5.6042,5.6062,5.6081,1.594007,1.592788,1.593397,1.593168
10-14-2009,0.91617,0.915164,0.915164,0.915835,,,,,0.895,0.88,0.895,0.892,89.459999,89.389999,89.410004,89.410004,0.2657,0.2579,0.2657,0.2618,344.85,341.9,343.75,342.9,1.734,1.6718,1.734,1.7034,,,,,,,,,6.9003,6.8901,6.8931,6.8994,,,,,1.7723,1.7055,1.7688,1.7346,-1288.0,-1336.25,-1335.5,-1315.0,1.493897,1.492938,1.493005,1.493206,,,,0.46585,1.0147,1.0139,1.0147,1.0142,0.743992,0.742611,0.742997,0.743716,1.0249,1.023,1.0248,1.0233,6.868571,6.793929,6.866071,6.831786,5.53,5.5209,5.5232,5.527,1.600896,1.599693,1.599872,1.600589
10-15-2009,0.924642,0.920726,0.921065,0.924044,,,,,0.89,0.879,0.884,0.881,90.959999,90.596001,90.639999,90.827003,0.2696,0.2539,0.2578,0.2657,347.0,339.2,346.75,339.8,1.7118,1.6513,1.6513,1.7015,,,,,,,,,6.9364,6.9195,6.9314,6.9251,,,,,1.8032,1.7466,1.75,1.7688,-1270.0,-1354.5,-1353.5,-1288.0,1.495797,1.493451,1.494232,1.495595,,,,0.46585,1.0155,1.0138,1.015,1.0138,0.749569,0.745379,0.745601,0.748111,1.0323,1.0308,1.0318,1.0309,6.818571,6.768929,6.7725,6.805714,5.5567,5.5384,5.5484,5.5458,1.633907,1.628399,1.628903,1.633907
10-16-2009,0.916422,0.916422,0.916422,0.916422,,,,,0.919,0.892,0.899,0.897,91.300003,90.579002,90.639999,90.910004,0.2637,0.2539,0.2618,0.2559,351.75,346.4,351.75,348.75,1.7224,1.6518,1.6518,1.706,,,,,,,,,7.0113,6.9182,6.9314,6.9497,,,,,1.7688,1.7209,1.7243,1.7414,-1303.0,-1380.0,-1319.5,-1306.0,1.490802,1.490802,1.490802,1.490802,,,,0.46585,1.018,1.018,1.018,1.018,0.740302,0.740302,0.740302,0.740302,1.043,1.0289,1.0318,1.0375,6.798571,6.708571,6.7625,6.716071,5.6446,5.5384,5.5484,5.604,1.635911,1.635911,1.635911,1.635911
10-19-2009,0.929368,0.927558,0.927816,0.928419,,,,,0.927,0.913,0.915,0.917,90.773003,90.629997,90.660004,90.773003,0.2657,0.25,0.2539,0.2578,353.35,344.6,345.15,350.4,1.715,1.6575,1.6575,1.7067,,,,,,,,,6.9192,6.9077,6.9136,6.915,,,,,1.7414,1.6937,1.6988,1.7226,-1306.0,-1359.0,-1306.0,-1320.0,1.497701,1.4962,1.496401,1.496491,,,,0.46585,1.0116,1.0106,1.0114,1.0114,0.756372,0.755801,0.755972,0.755801,1.0295,1.0279,1.0289,1.0288,6.785714,6.626786,6.708929,6.780714,5.5603,5.5485,5.5532,5.5587,1.64263,1.639801,1.639989,1.640608
10-20-2009,0.924984,0.922594,0.923191,0.924385,,,,,0.937,0.922,0.937,0.923,90.877998,90.690002,90.699997,90.797997,0.2657,0.2578,0.2637,0.2578,350.5,344.5,346.9,346.95,1.7603,1.6665,1.6665,1.7526,,,,,,,,,6.9591,6.9446,6.9446,6.9522,,,,,1.7929,1.6886,1.774,1.6971,-1305.0,-1369.25,-1312.0,-1307.0,1.493607,1.492448,1.493607,1.493451,,,,0.46585,1.0128,1.0121,1.0123,1.0122,0.752106,0.746993,0.748727,0.749513,1.0497,1.0486,1.0491,1.0488,7.205357,7.066071,7.164286,7.098571,5.5981,5.586,5.5873,5.586,1.639102,1.637197,1.638297,1.638002
10-21-2009,0.927816,0.927042,0.927386,0.927214,,,,,0.935,0.916,0.92,0.933,90.936996,90.779999,90.910004,90.879997,0.2814,0.2618,0.2735,0.2657,351.65,346.4,348.25,347.95,1.7637,1.7035,1.7035,1.7307,,,,,,,,,6.8513,6.84,6.8476,6.8504,,,,,1.8169,1.7483,1.7705,1.7603,-1311.0,-1341.25,-1318.0,-1313.0,1.502201,1.50069,1.501795,1.50069,,,,0.46585,1.0062,1.0051,1.0052,1.0062,0.758093,0.757174,0.757518,0.757404,1.0438,1.043,1.0433,1.0437,7.453929,7.115357,7.125714,7.318571,5.5548,5.5447,5.5469,5.5509,1.662593,1.660799,1.661433,1.660881
10-22-2009,0.929282,0.92773,0.927816,0.928764,,,,,0.929,0.918,0.927,0.92,91.431999,91.330002,91.349998,91.396004,0.2662,0.254,0.2581,0.2662,351.9,345.9,350.55,348.5,1.7367,1.6825,1.6825,1.7243,,,,,,,,,6.7868,6.7746,6.7868,6.7809,,,,,1.8083,1.7586,1.7723,1.7671,-1304.0,-1362.25,-1337.0,-1319.0,1.504393,1.502991,1.502991,1.504189,,,,0.46585,1.0047,1.0039,1.0047,1.004,0.759301,0.758495,0.758783,0.758725,1.0467,1.0455,1.0466,1.0458,7.423214,7.2325,7.310714,7.328571,5.526,5.5141,5.519,5.5214,1.663395,1.661406,1.661406,1.663395
10-23-2009,0.922339,0.922339,0.922339,0.922339,,,,,0.945,0.937,0.939,0.939,92.103996,91.330002,91.349998,92.050003,0.2662,0.254,0.2662,0.2581,354.95,349.0,352.0,352.2,1.7166,1.6642,1.668,1.6642,,,,,,,,,6.8299,6.7644,6.7868,6.7731,,,,,1.8376,1.7637,1.8273,1.7637,-1334.0,-1434.5,-1434.5,-1336.0,1.501006,1.501006,1.501006,1.501006,,,,0.46585,1.0083,1.0083,1.0083,1.0083,0.755401,0.755401,0.755401,0.755401,1.054,1.0448,1.0466,1.0527,7.35,7.258214,7.346429,7.283571,5.5655,5.5071,5.519,5.557,1.631108,1.631108,1.631108,1.631108
